"when","monitor_ambient_1","monitor_ambient_2","pipe_inlet","pipe_outlet","sensor_A","sensor_AB","sensor_CD","sensor_EF","sensor_F","sensor_G","sensor_GH","sensor_H","sensor_K","sensor_L","sensor_M","sensor_N","sensor_O","sensor_Q","sensor_T","sensor_U","sensor_X","sensor_Z"
"2018.10.01_14",18.0194 ,18.2586 ,19.8669 ,26.7097 , ,31.0252 ,39.4355 ,43.6623 ,57.4808 ,48.6754 ,48.0423 ,19.7812 ,58.9274 ,41.6935 ,56.8488 ,36.2893 ,31.4627 ,49.5353 ,45.3931 ,48.0827 ,26.9718 ,40.1532 
"2018.10.01_15",18.5011 ,18.8233 ,19.8980 ,29.3099 , ,31.1280 ,39.4788 ,43.6593 ,57.3821 ,48.5968 ,47.9597 ,20.5513 ,58.8528 ,42.4556 ,56.7883 ,36.9204 ,31.6119 ,49.4708 ,45.3417 ,48.0565 ,27.1845 ,40.2762 
"2018.10.01_16",18.5784 ,18.6886 ,19.6868 ,25.9302 , ,31.2480 ,39.5000 ,43.4960 ,57.2702 ,48.5252 ,47.8952 ,20.4499 ,58.7752 ,42.5282 ,56.7248 ,37.3931 ,31.8145 ,49.4022 ,45.3044 ,48.0030 ,27.4073 ,40.2137 
"2018.10.01_17",18.6327 ,18.6360 ,18.8898 ,30.1189 , ,31.3780 ,39.5181 ,43.5050 ,57.1573 ,48.4577 ,47.8528 ,20.3889 ,58.6875 ,42.2833 ,56.6704 ,36.3004 ,32.0101 ,49.3387 ,45.2510 ,47.9738 ,27.6411 ,40.2581 
"2018.10.01_18",18.5191 ,18.4449 ,18.4862 ,28.9836 , ,31.5131 ,39.5625 ,43.4567 ,57.0413 ,48.3911 ,47.7520 ,19.8921 ,58.5948 ,42.4032 ,56.6028 ,36.8881 ,32.1623 ,49.2782 ,45.2288 ,47.9375 ,27.8599 ,40.3226 
"2018.10.01_19",18.3607 ,18.2489 ,18.1022 ,23.7133 , ,31.6492 ,39.5877 ,43.2903 ,56.9325 ,48.3286 ,47.6915 ,19.4534 ,58.5141 ,42.5262 ,56.5514 ,36.7833 ,32.2661 ,49.2208 ,45.1875 ,47.8881 ,28.0595 ,40.2077 
"2018.10.01_20",18.2129 ,18.0667 ,18.0776 ,29.5671 , ,31.7863 ,39.5877 ,43.3044 ,56.8367 ,48.2742 ,47.6250 ,19.1559 ,58.4214 ,41.8196 ,56.4970 ,36.0292 ,32.3165 ,49.1653 ,45.1855 ,47.8750 ,28.2218 ,40.2581 
"2018.10.01_21",18.0377 ,17.8308 ,17.9609 ,27.5723 , ,31.9506 ,39.5938 ,43.2006 ,56.7288 ,48.2228 ,47.5181 ,18.7663 ,58.3397 ,40.4647 ,56.4395 ,36.7460 ,32.3730 ,49.1190 ,45.1673 ,47.8266 ,28.3508 ,40.2510 
"2018.10.01_22",17.3491 ,16.9246 ,16.9718 ,22.4960 , ,32.1190 ,39.6109 ,43.0665 ,56.6411 ,48.1794 ,47.4567 ,17.9698 ,58.2520 ,39.4294 ,56.4375 ,36.3438 ,32.3347 ,49.0635 ,45.1835 ,47.8125 ,28.4304 ,40.0948 
"2018.10.01_23",16.8847 ,16.4106 ,17.2362 ,27.7980 , ,32.2329 ,39.6683 ,43.1069 ,56.5494 ,48.1250 ,47.3841 ,17.3993 ,58.1744 ,40.0040 ,56.4375 ,35.9909 ,32.2702 ,49.0161 ,45.1865 ,47.8125 ,28.4819 ,40.1169 
"2018.10.02_00",16.6541 ,16.3050 ,16.9714 ,25.9831 , ,32.3458 ,39.6522 ,42.9950 ,56.4778 ,48.0877 ,47.3034 ,16.9382 ,58.1109 ,40.7913 ,56.4375 ,36.6845 ,32.1794 ,48.9647 ,45.1562 ,47.7923 ,28.5000 ,40.0363 
"2018.10.02_01",16.2834 ,15.9364 ,16.7298 ,22.9476 , ,32.4325 ,39.6250 ,42.9214 ,56.4083 ,48.0595 ,47.2480 ,16.6058 ,58.0484 ,40.9980 ,56.3931 ,35.8286 ,32.1008 ,48.9113 ,45.1250 ,47.7520 ,28.5000 ,39.9254 
"2018.10.02_02",15.9036 ,15.4989 ,16.9102 ,27.2122 , ,32.5099 ,39.5774 ,42.9345 ,56.3433 ,48.0030 ,47.1845 ,16.0605 ,57.9970 ,40.9296 ,56.3482 ,35.9276 ,31.9821 ,48.8522 ,45.1052 ,47.7500 ,28.4812 ,39.9623 
"2018.10.02_03",15.6131 ,15.1562 ,16.2888 ,24.6158 , ,32.5625 ,39.5615 ,42.7994 ,56.2792 ,47.9899 ,47.0837 ,15.5572 ,57.9405 ,41.4274 ,56.3044 ,36.5716 ,31.8357 ,48.7984 ,45.0635 ,47.7278 ,28.4385 ,39.8518 
"2018.10.02_04",15.4957 ,15.1067 ,16.1825 ,23.7490 , ,32.5625 ,39.5222 ,42.7823 ,56.2258 ,47.9375 ,47.0393 ,15.4052 ,57.8871 ,41.3871 ,56.2419 ,35.3538 ,31.6956 ,48.7339 ,45.0554 ,47.6875 ,28.3800 ,39.7591 
"2018.10.02_05",15.4925 ,15.1131 ,16.5241 ,26.6536 , ,32.5625 ,39.5000 ,42.7712 ,56.1764 ,47.9012 ,46.9435 ,15.3398 ,57.8468 ,41.5232 ,56.1845 ,35.8286 ,31.5766 ,48.6774 ,45.0030 ,47.6804 ,28.3276 ,39.7873 
"2018.10.02_06",15.5065 ,15.1509 ,16.0971 ,23.7294 , ,32.5575 ,39.4617 ,42.6159 ,56.1250 ,47.8669 ,46.8871 ,15.2912 ,57.8044 ,41.7137 ,56.1230 ,36.3024 ,31.4758 ,48.6179 ,44.9899 ,47.6270 ,28.2752 ,39.6562 
"2018.10.02_07",15.4914 ,15.1789 ,16.5675 ,25.8978 , ,32.5030 ,39.4375 ,42.6361 ,56.0696 ,47.8125 ,46.8468 ,15.3403 ,57.7510 ,41.3639 ,56.0625 ,35.0827 ,31.3972 ,48.5514 ,44.9385 ,47.6159 ,28.2258 ,39.6220 
"2018.10.02_08",15.6530 ,15.3966 ,16.6855 ,26.3535 , ,32.4657 ,39.4294 ,42.5968 ,56.0252 ,47.7671 ,46.7500 ,15.5234 ,57.6996 ,41.5464 ,56.0030 ,35.8569 ,31.3236 ,48.4899 ,44.9304 ,47.5635 ,28.1815 ,39.6411 
"2018.10.02_09",15.9515 ,15.8157 ,16.6038 ,20.3831 , ,32.4083 ,39.3508 ,42.4627 ,55.9829 ,47.7137 ,46.6915 ,15.9425 ,57.6623 ,41.7258 ,55.9405 ,35.9052 ,31.2651 ,48.4284 ,44.8770 ,47.5464 ,28.1139 ,39.5020 
"2018.10.02_10",16.6205 ,16.7045 ,17.8223 ,28.3151 , ,32.3740 ,39.3619 ,42.4919 ,55.9355 ,47.6542 ,46.6391 ,16.7865 ,57.6240 ,41.4405 ,55.8800 ,35.2440 ,31.2571 ,48.3599 ,44.8669 ,47.5000 ,28.0625 ,39.5524 
"2018.10.02_11",17.5205 ,17.7425 ,18.6224 ,27.4493 , ,32.3468 ,39.4335 ,42.4103 ,55.8720 ,47.5907 ,46.5675 ,18.2724 ,57.5665 ,41.6925 ,55.8165 ,36.0847 ,31.3367 ,48.2994 ,44.8155 ,47.4617 ,28.0625 ,39.5685 
"2018.10.02_12",18.7295 ,19.0636 ,20.5927 ,24.4667 , ,32.3125 ,39.4577 ,42.3065 ,55.8115 ,47.5181 ,46.5181 ,19.8488 ,57.5192 ,41.6986 ,55.7480 ,35.8639 ,31.4476 ,48.2278 ,44.8044 ,47.4244 ,28.0998 ,39.4929 
"2018.10.02_13",19.7597 ,20.0172 ,20.5957 ,29.8366 , ,32.3155 ,39.5948 ,42.3599 ,55.7308 ,47.4345 ,46.4728 ,21.1803 ,57.4788 ,41.4587 ,55.6724 ,35.9113 ,31.5625 ,48.1653 ,44.7510 ,47.3740 ,28.2611 ,39.6391 
"2018.10.02_14",19.9746 ,20.0862 ,20.9440 ,28.7702 , ,32.3679 ,39.7278 ,42.2863 ,55.6452 ,47.3528 ,46.4183 ,21.7038 ,57.4294 ,41.7651 ,55.6028 ,36.6663 ,31.7379 ,48.0978 ,44.7500 ,47.3165 ,28.4859 ,39.6714 
"2018.10.02_15",19.9935 ,20.0138 ,20.6986 ,26.1532 , ,32.4617 ,39.8256 ,42.2641 ,55.5403 ,47.2762 ,46.4073 ,21.5806 ,57.3750 ,41.7450 ,55.5333 ,36.1512 ,31.9103 ,48.0373 ,44.7087 ,47.2651 ,28.7298 ,39.6583 
"2018.10.02_16",19.4784 ,19.3498 ,19.3425 ,28.9407 , ,32.5426 ,39.4375 ,42.5013 ,55.4362 ,47.2247 ,46.4960 ,20.8896 ,57.2766 ,40.2234 ,55.4721 ,36.6277 ,32.0771 ,48.0745 ,44.7487 ,47.2513 ,30.1875 ,39.8697 
"2018.10.03_20",17.8345 ,17.5270 , , , , , , , , , , , , , , , , , , , , 
"2018.10.03_21",17.5582 ,17.1864 , , , , , , , , , , , , , , , , , , , , 
"2018.10.03_22",17.2317 ,16.7554 , , , , , , , , , , , , , , , , , , , , 
"2018.10.03_23",16.6476 ,16.0054 , , , , , , , , , , , , , , , , , , , , 
"2018.10.04_00",16.2331 ,15.5350 , , , , , , , , , , , , , , , , , , , , 
"2018.10.04_01",15.9009 ,15.2489 , , , , , , , , , , , , , , , , , , , , 
"2018.10.04_02",15.5345 ,14.8405 , , , , , , , , , , , , , , , , , , , , 
"2018.10.04_03",15.4267 ,14.8933 , , , , , , , , , , , , , , , , , , , , 
"2018.10.04_04",15.2791 ,14.6379 , , , , , , , , , , , , , , , , , , , , 
"2018.10.04_05",15.0226 ,14.3491 , , , , , , , , , , , , , , , , , , , , 
"2018.10.04_06",14.7511 ,14.0851 , , , , , , , , , , , , , , , , , , , , 
"2018.10.04_07",14.8220 ,14.2309 , , , , , , , , , , , , , , , , , , , , 
"2018.10.04_08",15.2985 ,15.0054 , , , , , , , , , , , , , , , , , , , , 
"2018.10.04_09",15.8373 ,15.8050 , , , , , , , , , , , , , , , , , , , , 
"2018.10.04_10",16.4784 ,16.5506 , , , , , , , , , , , , , , , , , , , , 
"2018.10.04_11",17.0119 ,17.1175 , , , , , , , , , , , , , , , , , , , , 
"2018.10.04_12",17.6164 ,17.7188 , , , , , , , , , , , , , , , , , , , , 
"2018.10.04_13",18.8901 ,18.9440 , , , , , , , , , , , , , , , , , , , , 
"2018.10.04_14",19.5212 ,19.4333 , , , , , , , , , , , , , , , , , , , , 
"2018.10.04_15",19.6131 ,19.5226 , , , , , , , , , , , , , , , , , , , , 
"2018.10.04_16",19.7198 ,19.6282 , , , , , , , , , , , , , , , , , , , , 
"2018.10.04_17",19.6379 ,19.5356 , , , , , , , , , , , , , , , , , , , , 
"2018.10.04_18",19.5826 ,19.4778 , , , , , , , , , , , , , , , , , , , , 
"2018.10.04_19",19.4849 ,19.3675 , , , , , , , , , , , , , , , , , , , , 
"2018.10.04_20",19.3006 ,19.1940 , , , , , , , , , , , , , , , , , , , , 
"2018.10.04_21",19.0905 ,19.0237 , , , , , , , , , , , , , , , , , , , , 
"2018.10.04_22",19.0431 ,18.9256 , , , , , , , , , , , , , , , , , , , , 
"2018.10.04_23",18.8782 ,18.7669 , , , , , , , , , , , , , , , , , , , , 
"2018.10.05_00",18.4353 ,18.3416 , , , , , , , , , , , , , , , , , , , , 
"2018.10.05_01",17.2974 ,17.2640 , , , , , , , , , , , , , , , , , , , , 
"2018.10.05_02",16.4321 ,16.4655 , , , , , , , , , , , , , , , , , , , , 
"2018.10.05_03",15.8168 ,15.8869 , , , , , , , , , , , , , , , , , , , , 
"2018.10.05_04",15.2977 ,15.3782 , , , , , , , , , , , , , , , , , , , , 
"2018.10.05_05",14.8664 ,15.0054 , , , , , , , , , , , , , , , , , , , , 
"2018.10.05_06",14.4407 ,14.5808 , , , , , , , , , , , , , , , , , , , , 
"2018.10.05_07",13.9720 ,14.3125 , , , , , , , , , , , , , , , , , , , , 
"2018.10.05_08",13.5646 ,14.0244 , , , , , , , , , , , , , , , , , , , , 
"2018.10.05_09",13.5345 ,14.0172 , , , , , , , , , , , , , , , , , , , , 
"2018.10.05_10",13.9009 ,14.2909 , , , , , , , , , , , , , , , , , , , , 
"2018.10.05_11",14.1983 ,14.6185 , , , , , , , , , , , , , , , , , , , , 
"2018.10.05_12",14.5603 ,14.8631 , , , , , , , , , , , , , , , , , , , , 
"2018.10.05_13",15.6133 ,15.9036 , , , , , , , , , , , , , , , , , , , , 
"2018.10.05_14",15.8750 ,16.1110 , , , , , , , , , , , , , , , , , , , , 
"2018.10.05_15",16.0884 ,16.3481 , , , , , , , , , , , , , , , , , , , , 
"2018.10.05_16",16.2252 ,16.4569 , , , , , , , , , , , , , , , , , , , , 
"2018.10.05_17",16.1466 ,16.3685 , , , , , , , , , , , , , , , , , , , , 
"2018.10.05_18",16.0487 ,16.2913 , , , , , , , , , , , , , , , , , , , , 
"2018.10.05_19",15.9688 ,16.2026 , , , , , , , , , , , , , , , , , , , , 
"2018.10.05_20",15.9310 ,16.1401 , , , , , , , , , , , , , , , , , , , , 
"2018.10.05_21",15.8987 ,16.1530 , , , , , , , , , , , , , , , , , , , , 
"2018.10.05_22",15.8146 ,16.0477 , , , , , , , , , , , , , , , , , , , , 
"2018.10.05_23",15.6810 ,15.9116 , , , , , , , , , , , , , , , , , , , , 
"2018.10.06_00",15.7931 ,16.0528 , , , , , , , , , , , , , , , , , , , , 
"2018.10.06_01",15.7705 ,15.9688 , , , , , , , , , , , , , , , , , , , , 
"2018.10.06_02",15.8491 ,16.0797 , , , , , , , , , , , , , , , , , , , , 
"2018.10.06_03",15.8983 ,16.1441 , , , , , , , , , , , , , , , , , , , , 
"2018.10.06_04",15.8050 ,16.0259 , , , , , , , , , , , , , , , , , , , , 
"2018.10.06_05",15.6821 ,15.8438 , , , , , , , , , , , , , , , , , , , , 
"2018.10.06_06",15.4914 ,15.6196 , , , , , , , , , , , , , , , , , , , , 
"2018.10.06_07",15.3464 ,15.4502 , , , , , , , , , , , , , , , , , , , , 
"2018.10.06_08",15.3373 ,15.4784 , , , , , , , , , , , , , , , , , , , , 
"2018.10.06_09",15.3901 ,15.5075 , , , , , , , , , , , , , , , , , , , , 
"2018.10.06_10",15.5097 ,15.6315 , , , , , , , , , , , , , , , , , , , , 
"2018.10.06_11",15.6638 ,15.7985 , , , , , , , , , , , , , , , , , , , , 
"2018.10.06_12",15.8220 ,16.0318 , , , , , , , , , , , , , , , , , , , , 
"2018.10.06_13",16.1153 ,16.3071 , , , , , , , , , , , , , , , , , , , , 
"2018.10.06_14",16.2155 ,16.3287 , , , , , , , , , , , , , , , , , , , , 
"2018.10.06_15",16.3459 ,16.5183 , , , , , , , , , , , , , , , , , , , , 
"2018.10.06_16",16.4246 ,16.6164 , , , , , , , , , , , , , , , , , , , , 
"2018.10.06_17",16.4492 ,16.6038 , , , , , , , , , , , , , , , , , , , , 
"2018.10.06_18",16.4321 ,16.5733 , , , , , , , , , , , , , , , , , , , , 
"2018.10.06_19",16.5302 ,16.7188 , , , , , , , , , , , , , , , , , , , , 
"2018.10.06_20",16.6444 ,16.8556 , , , , , , , , , , , , , , , , , , , , 
"2018.10.06_21",16.8051 ,17.0254 , , , , , , , , , , , , , , , , , , , , 
"2018.10.06_22",17.0291 ,17.1940 , , , , , , , , , , , , , , , , , , , , 
"2018.10.06_23",17.4547 ,17.5474 , , , , , , , , , , , , , , , , , , , , 
"2018.10.07_00",17.6907 ,17.7791 , , , , , , , , , , , , , , , , , , , , 
"2018.10.07_01",17.8545 ,17.9321 , , , , , , , , , , , , , , , , , , , , 
"2018.10.07_02",17.9555 ,18.0360 , , , , , , , , , , , , , , , , , , , , 
"2018.10.07_03",18.0991 ,18.1487 , , , , , , , , , , , , , , , , , , , , 
"2018.10.07_04",18.2532 ,18.2942 , , , , , , , , , , , , , , , , , , , , 
"2018.10.07_05",18.3491 ,18.3901 , , , , , , , , , , , , , , , , , , , , 
"2018.10.07_06",18.4343 ,18.4576 , , , , , , , , , , , , , , , , , , , , 
"2018.10.07_07",18.5140 ,18.5151 , , , , , , , , , , , , , , , , , , , , 
"2018.10.07_08",18.6487 ,18.5916 , , , , , , , , , , , , , , , , , , , , 
"2018.10.07_09",18.9246 ,18.8631 , , , , , , , , , , , , , , , , , , , , 
"2018.10.07_10",19.3384 ,19.3006 , , , , , , , , , , , , , , , , , , , , 
"2018.10.07_11",20.0869 ,19.8994 , , , , , , , , , , , , , , , , , , , , 
"2018.10.07_12",20.7220 ,20.4041 , , , , , , , , , , , , , , , , , , , , 
"2018.10.07_13",20.7834 ,20.6121 , , , , , , , , , , , , , , , , , , , , 
"2018.10.07_14",20.9655 ,20.8244 , , , , , , , , , , , , , , , , , , , , 
"2018.10.07_15",21.3400 ,21.1853 , , , , , , , , , , , , , , , , , , , , 
"2018.10.07_16",21.4989 ,21.3305 , , , , , , , , , , , , , , , , , , , , 
"2018.10.07_17",21.4558 ,21.2532 , , , , , , , , , , , , , , , , , , , , 
"2018.10.07_18",21.2769 ,21.0474 , , , , , , , , , , , , , , , , , , , , 
"2018.10.07_19",20.9989 ,20.7726 , , , , , , , , , , , , , , , , , , , , 
"2018.10.07_20",20.7320 ,20.5064 , , , , , , , , , , , , , , , , , , , , 
"2018.10.07_21",20.5241 ,20.3059 ,18.4658 ,18.9717 , ,36.9653 ,31.6153 ,29.4792 ,43.1764 ,37.9458 ,34.9167 ,21.9926 ,46.1125 ,22.7958 ,42.3042 ,23.4917 ,32.6569 ,34.7736 ,37.4000 ,39.1750 ,28.5250 ,28.1542 
"2018.10.07_22",20.2931 ,20.0916 ,18.7409 ,19.1442 , ,37.0333 ,31.5464 ,29.4708 ,43.0625 ,37.8659 ,34.8750 ,21.2046 ,46.0262 ,22.7520 ,42.2278 ,24.0857 ,32.6260 ,34.6885 ,37.3750 ,39.0927 ,28.5343 ,28.1956 
"2018.10.07_23",19.9946 ,19.7834 ,18.6583 ,18.9718 , ,37.2087 ,31.4476 ,29.7460 ,42.9244 ,37.7782 ,34.9224 ,20.3720 ,45.9123 ,24.2964 ,42.1452 ,25.4052 ,32.6774 ,34.5927 ,37.4456 ,39.0373 ,28.5756 ,28.7278 
"2018.10.08_00",19.5420 ,19.3179 ,18.0111 ,18.3669 , ,37.3760 ,31.3871 ,30.2308 ,42.7823 ,37.6935 ,35.0988 ,19.6321 ,45.7933 ,25.3538 ,42.0806 ,26.6391 ,32.6431 ,34.5192 ,37.5433 ,39.0111 ,28.6179 ,29.5262 
"2018.10.08_01",19.0434 ,18.8284 ,17.4286 ,17.8780 , ,37.5151 ,31.3327 ,30.8004 ,42.6633 ,37.6240 ,35.3619 ,18.9345 ,45.6552 ,26.2913 ,42.0091 ,27.6845 ,32.5998 ,34.4577 ,37.6784 ,39.0020 ,28.5938 ,30.2177 
"2018.10.08_02",18.5873 ,18.4019 ,16.9466 ,17.5060 , ,37.6018 ,31.1804 ,31.4062 ,42.6210 ,37.5625 ,35.6754 ,18.3105 ,45.5292 ,27.1129 ,41.9204 ,28.5927 ,32.5232 ,34.4375 ,37.8397 ,39.0010 ,28.5625 ,30.7258 
"2018.10.08_03",18.2577 ,18.0877 ,16.5736 ,17.3185 , ,37.6593 ,31.0071 ,32.0383 ,42.6179 ,37.5161 ,36.0171 ,17.8246 ,45.4103 ,27.6623 ,41.8619 ,29.4093 ,32.4214 ,34.4567 ,38.0655 ,39.0020 ,28.5081 ,31.0927 
"2018.10.08_04",17.9320 ,17.7917 ,16.3004 ,17.3357 , ,37.6905 ,30.9163 ,32.6764 ,42.6250 ,37.5000 ,36.3740 ,17.4224 ,45.3085 ,28.4083 ,41.8125 ,30.2097 ,32.3115 ,34.5242 ,38.3488 ,39.0060 ,28.4062 ,31.3438 
"2018.10.08_05",17.6283 ,17.5175 ,16.4829 ,20.0934 , ,37.6875 ,30.7641 ,33.3054 ,42.6250 ,37.4970 ,36.7560 ,16.8691 ,45.2198 ,28.4264 ,41.8115 ,30.9133 ,32.2006 ,34.6230 ,38.6512 ,39.0091 ,28.2833 ,31.5262 
"2018.10.08_06",17.3524 ,17.2532 ,16.2591 ,21.3619 , ,37.6361 ,30.7016 ,33.6119 ,42.6310 ,37.5000 ,37.1028 ,16.5585 ,45.1331 ,26.6179 ,41.7893 ,28.9405 ,32.0796 ,34.7591 ,38.9708 ,39.0030 ,28.1522 ,31.4778 
"2018.10.08_07",17.2664 ,17.1864 ,15.4042 ,16.7742 , ,37.5867 ,30.6431 ,33.6280 ,42.6401 ,37.5000 ,37.2581 ,16.4093 ,45.0413 ,27.8921 ,41.8004 ,30.0272 ,31.9647 ,34.9274 ,39.2984 ,39.0040 ,28.0091 ,31.6139 
"2018.10.08_08",17.1843 ,17.1638 ,16.4555 ,20.7473 , ,37.5146 ,30.5572 ,34.0931 ,42.6496 ,37.5193 ,37.4960 ,16.3870 ,44.9688 ,29.2287 ,41.8265 ,31.2041 ,31.8684 ,35.1250 ,39.6423 ,39.0173 ,27.8690 ,31.8790 
"2018.10.08_09",17.0417 ,17.0011 ,16.6643 ,20.4062 , ,37.4194 ,30.3962 ,34.1946 ,42.6250 ,37.5312 ,37.6845 ,16.5101 ,44.8831 ,28.1925 ,41.8125 ,29.3639 ,31.7742 ,35.2611 ,39.8589 ,39.0000 ,27.7470 ,31.7732 
"2018.10.08_10",16.8631 ,16.8222 ,16.1331 ,16.5938 , ,37.3266 ,30.2026 ,34.2520 ,42.5998 ,37.5625 ,37.7863 ,16.2762 ,44.8085 ,29.7984 ,41.8125 ,30.8569 ,31.6310 ,35.4284 ,40.0988 ,38.9677 ,27.6149 ,31.8871 
"2018.10.08_11",16.6228 ,16.5787 ,15.9597 ,16.7127 , ,37.1714 ,30.0423 ,34.7177 ,42.5625 ,37.5867 ,37.9869 ,16.0423 ,44.7409 ,30.8962 ,41.8135 ,32.1613 ,31.4940 ,35.5776 ,40.3276 ,38.9375 ,27.4738 ,32.0423 
"2018.10.08_12",16.6390 ,16.6293 ,15.9778 ,17.1099 , ,36.9718 ,29.8831 ,35.3135 ,42.5171 ,37.6250 ,38.3054 ,15.9909 ,44.6865 ,31.7409 ,41.8427 ,33.1532 ,31.3438 ,35.7319 ,40.5474 ,38.9042 ,27.3216 ,32.1139 
